
                     TIME        CJC       TC-1       TC-2       TC-3       TC-4       TC-5      Short   Humidity
Mon Oct 08 18:31:44 2018      24.63      22.44      23.14      23.29      22.97      22.98      24.18      66.89
Mon Oct 08 18:32:44 2018      24.61      22.50      23.13      23.31      22.99      23.02      24.17      66.89
Mon Oct 08 18:33:44 2018      24.62      22.47      23.14      23.26      22.97      22.98      24.20      66.90
Mon Oct 08 18:34:44 2018      24.61      22.51      23.15      23.29      23.00      22.98      24.17      66.90
Mon Oct 08 18:35:44 2018      24.64      22.49      23.17      23.31      22.96      23.00      24.18      66.90
Mon Oct 08 18:36:44 2018      24.62      22.43      23.13      23.27      22.98      22.95      24.16      66.92
Mon Oct 08 18:37:44 2018      24.62      22.40      23.13      23.29      22.97      22.96      24.15      66.94
Mon Oct 08 18:38:44 2018      24.63      22.56      23.14      23.29      22.98      22.94      24.21      66.94
Mon Oct 08 18:39:44 2018      24.62      22.46      23.12      23.31      22.97      22.92      24.20      66.94
Mon Oct 08 18:40:44 2018      24.61      22.43      23.12      23.26      23.00      22.98      24.21      66.93
Mon Oct 08 18:41:44 2018      24.63      22.43      23.11      23.26      23.01      23.02      24.17      66.94
Mon Oct 08 18:42:44 2018      24.62      22.52      23.10      23.27      23.03      22.95      24.20      66.90
Mon Oct 08 18:43:44 2018      24.62      22.55      23.09      23.25      23.04      23.00      24.16      66.96
Mon Oct 08 18:44:44 2018      24.62      22.56      23.13      23.27      23.04      22.95      24.19      66.94
Mon Oct 08 18:45:44 2018      24.62      22.46      23.11      23.28      23.01      22.99      24.17      66.95
Mon Oct 08 18:46:44 2018      24.62      22.48      23.20      23.24      23.01      22.97      24.17      66.94
Mon Oct 08 18:47:44 2018      24.63      22.50      23.19      23.28      23.01      23.00      24.17      66.95
Mon Oct 08 18:48:44 2018      24.62      22.47      23.13      23.28      22.98      22.94      24.17      66.96
Mon Oct 08 18:49:44 2018      24.63      22.49      23.18      23.28      22.96      22.97      24.16      66.96
Mon Oct 08 18:50:44 2018      24.64      22.47      23.11      23.26      22.98      23.00      24.15      66.99
Mon Oct 08 18:51:44 2018      24.66      22.50      23.17      23.27      22.99      22.97      24.21      66.97
Mon Oct 08 18:52:44 2018      24.65      22.50      23.13      23.28      23.06      22.97      24.15      66.99
Mon Oct 08 18:53:44 2018      24.64      22.49      23.16      23.30      23.00      22.95      24.16      66.99
Mon Oct 08 18:54:44 2018      24.64      22.45      23.12      23.31      22.97      22.94      24.16      66.99
Mon Oct 08 18:55:44 2018      24.64      22.53      23.17      23.31      23.00      22.94      24.17      66.96
Mon Oct 08 18:56:44 2018      24.61      22.47      23.12      23.30      23.02      22.98      24.17      66.99
Mon Oct 08 18:57:44 2018      24.61      22.51      23.12      23.31      22.95      22.96      24.23      66.99
Mon Oct 08 18:58:44 2018      24.61      22.48      23.10      23.30      23.02      22.97      24.20      67.01
Mon Oct 08 18:59:44 2018      24.61      22.49      23.12      23.26      23.00      22.97      24.18      67.02
Mon Oct 08 19:00:44 2018      24.62      22.53      23.20      23.25      23.01      22.98      24.18      67.03
Mon Oct 08 19:01:44 2018      24.62      22.47      23.14      23.28      22.99      22.97      24.20      67.03
Mon Oct 08 19:02:44 2018      24.61      22.47      23.12      23.27      23.00      22.96      24.17      67.01
Mon Oct 08 19:03:44 2018      24.63      22.53      23.13      23.28      23.06      23.01      24.20      67.03
Mon Oct 08 19:04:44 2018      24.61      22.43      23.13      23.27      22.99      23.05      24.20      67.02
Mon Oct 08 19:05:44 2018      24.64      22.44      23.16      23.30      22.99      23.00      24.19      67.01
Mon Oct 08 19:06:44 2018      24.62      22.47      23.16      23.25      22.97      23.00      24.17      67.04
Mon Oct 08 19:07:44 2018      24.62      22.49      23.15      23.29      23.03      22.96      24.19      67.04
Mon Oct 08 19:08:44 2018      24.65      22.48      23.10      23.27      23.00      22.97      24.19      67.04
Mon Oct 08 19:09:44 2018      24.63      22.49      23.18      23.30      23.05      23.00      24.18      67.04
Mon Oct 08 19:10:44 2018      24.61      22.50      23.15      23.27      23.00      22.95      24.20      67.04
Mon Oct 08 19:11:44 2018      24.64      22.49      23.16      23.28      22.95      22.97      24.16      67.04
Mon Oct 08 19:12:44 2018      24.64      22.51      23.10      23.27      23.00      22.97      24.18      67.03
Mon Oct 08 19:13:44 2018      24.61      22.52      23.13      23.26      23.01      22.98      24.15      67.04
Mon Oct 08 19:14:44 2018      24.62      22.56      23.16      23.28      23.02      22.97      24.18      67.04
Mon Oct 08 19:15:44 2018      24.61      22.53      23.16      23.31      23.03      22.99      24.19      67.04
Mon Oct 08 19:16:44 2018      24.64      22.48      23.18      23.29      23.02      23.04      24.19      67.04
Mon Oct 08 19:17:44 2018      24.63      22.53      23.17      23.24      23.04      22.99      24.20      67.04
Mon Oct 08 19:18:44 2018      24.63      22.44      23.14      23.27      23.03      22.94      24.15      67.05
Mon Oct 08 19:19:44 2018      24.64      22.45      23.14      23.27      23.05      23.05      24.20      67.08
Mon Oct 08 19:20:43 2018      24.61      22.50      23.15      23.32      22.99      22.93      24.19      67.04
Mon Oct 08 19:21:44 2018      24.64      22.55      23.12      23.25      23.05      22.97      24.15      67.08
Mon Oct 08 19:22:44 2018      24.62      22.44      23.14      23.25      23.02      22.97      24.15      67.09
Mon Oct 08 19:23:44 2018      24.62      22.45      23.14      23.27      23.01      23.04      24.18      67.09
Mon Oct 08 19:25:44 2018      24.61      22.51      23.16      23.29      23.04      23.03      24.17      67.11
Mon Oct 08 19:26:44 2018      24.62      22.48      23.09      23.29      23.02      23.01      24.17      67.09
Mon Oct 08 19:27:44 2018      24.63      22.44      23.13      23.30      23.04      23.01      24.16      67.08
Mon Oct 08 19:28:44 2018      24.63      22.47      23.16      23.29      22.99      23.02      24.14      67.04
Mon Oct 08 19:29:44 2018      24.67      22.51      23.15      23.27      22.98      23.01      24.18      67.08
Mon Oct 08 19:30:44 2018      24.62      22.47      23.13      23.30      23.01      22.96      24.17      67.09
Mon Oct 08 19:31:44 2018      24.65      22.44      23.15      23.26      22.98      23.00      24.18      67.08
Mon Oct 08 19:32:44 2018      24.65      22.49      23.13      23.27      23.01      23.00      24.14      67.09
Mon Oct 08 19:33:44 2018      24.64      22.48      23.12      23.27      22.97      22.96      24.18      67.09
Mon Oct 08 19:34:44 2018      24.61      22.49      23.12      23.29      23.00      22.97      24.20      67.09
Mon Oct 08 19:35:44 2018      24.62      22.51      23.17      23.28      22.96      23.00      24.17      67.09
Mon Oct 08 19:36:44 2018      24.63      22.49      23.15      23.30      23.04      23.00      24.21      67.09
Mon Oct 08 19:37:44 2018      24.63      22.50      23.15      23.29      23.06      22.98      24.20      67.13
Mon Oct 08 19:38:44 2018      24.62      22.49      23.17      23.30      23.02      22.98      24.18      67.14
Mon Oct 08 19:39:44 2018      24.62      22.47      23.17      23.27      23.03      23.00      24.19      67.12
Mon Oct 08 19:40:44 2018      24.62      22.52      23.12      23.27      23.03      23.00      24.18      67.09
Mon Oct 08 19:41:44 2018      24.64      22.48      23.12      23.26      23.02      22.98      24.20      67.09
Mon Oct 08 19:42:44 2018      24.65      22.51      23.13      23.28      23.06      22.99      24.20      67.09
Mon Oct 08 19:43:44 2018      24.62      22.54      23.15      23.27      23.02      23.00      24.20      67.14
Mon Oct 08 19:44:44 2018      24.64      22.52      23.09      23.32      23.01      22.98      24.17      67.13
Mon Oct 08 19:45:44 2018      24.63      22.49      23.16      23.30      23.01      23.01      24.20      67.15
Mon Oct 08 19:46:44 2018      24.61      22.48      23.13      23.28      22.98      22.97      24.21      67.14
Mon Oct 08 19:47:44 2018      24.61      22.51      23.15      23.28      22.97      22.97      24.21      67.14
Mon Oct 08 19:48:44 2018      24.62      22.51      23.12      23.30      22.99      22.95      24.18      67.14
Mon Oct 08 19:49:44 2018      24.61      22.49      23.15      23.31      23.04      22.96      24.22      67.17
Mon Oct 08 19:50:44 2018      24.62      22.52      23.18      23.28      23.05      22.98      24.22      67.19
Mon Oct 08 19:51:44 2018      24.62      22.52      23.11      23.27      23.01      23.01      24.21      67.17
Mon Oct 08 19:52:44 2018      24.61      22.48      23.12      23.29      23.05      22.97      24.18      67.19
Mon Oct 08 19:53:44 2018      24.61      22.46      23.14      23.30      23.01      22.93      24.19      67.18
Mon Oct 08 19:54:44 2018      24.61      22.45      23.15      23.28      23.03      22.96      24.20      67.14
Mon Oct 08 19:55:44 2018      24.63      22.48      23.09      23.29      23.01      22.97      24.23      67.17
Mon Oct 08 19:56:44 2018      24.63      22.48      23.12      23.29      23.02      22.99      24.20      67.17
Mon Oct 08 19:57:44 2018      24.62      22.49      23.13      23.28      23.00      22.99      24.22      67.14
Mon Oct 08 19:58:44 2018      24.62      22.49      23.11      23.25      22.98      23.01      24.22      67.19
Mon Oct 08 19:59:44 2018      24.63      22.50      23.10      23.29      22.97      22.99      24.20      67.19
Mon Oct 08 20:00:44 2018      24.62      22.45      23.16      23.26      22.98      22.97      24.16      67.22
Mon Oct 08 20:01:44 2018      24.61      22.49      23.15      23.29      22.96      22.98      24.21      67.22
Mon Oct 08 20:02:44 2018      24.63      22.49      23.15      23.29      22.95      22.99      24.17      67.19
Mon Oct 08 20:03:44 2018      24.62      22.49      23.14      23.29      23.01      22.98      24.18      67.21
Mon Oct 08 20:04:44 2018      24.64      22.46      23.16      23.30      23.00      22.97      24.20      67.22
Mon Oct 08 20:05:44 2018      24.63      22.53      23.17      23.32      22.99      22.96      24.21      67.20
Mon Oct 08 20:06:44 2018      24.64      22.51      23.17      23.28      23.00      22.97      24.22      67.22
Mon Oct 08 20:07:44 2018      24.62      22.55      23.08      23.27      22.96      22.98      24.20      67.20
Mon Oct 08 20:08:44 2018      24.63      22.48      23.10      23.32      22.97      22.94      24.20      67.22
Mon Oct 08 20:09:44 2018      24.62      22.46      23.12      23.30      22.99      22.92      24.21      67.23
Mon Oct 08 20:10:44 2018      24.61      22.45      23.13      23.30      23.00      22.99      24.19      67.24
Mon Oct 08 20:11:44 2018      24.64      22.52      23.17      23.29      22.94      22.95      24.20      67.22
Mon Oct 08 20:12:44 2018      24.63      22.42      23.12      23.28      22.99      23.01      24.21      67.24
Mon Oct 08 20:13:44 2018      24.62      22.52      23.12      23.23      23.06      23.03      24.19      67.23
Mon Oct 08 20:14:44 2018      24.64      22.48      23.13      23.28      23.04      23.04      24.19      67.24
Mon Oct 08 20:15:44 2018      24.62      22.41      23.11      23.26      23.01      22.99      24.21      67.24
Mon Oct 08 20:16:44 2018      24.64      22.49      23.15      23.30      22.99      22.94      24.24      67.24
Mon Oct 08 20:17:44 2018      24.65      22.55      23.15      23.27      23.04      23.00      24.19      67.24
Mon Oct 08 20:18:44 2018      24.61      22.54      23.13      23.27      23.02      22.94      24.18      67.26
Mon Oct 08 20:19:44 2018      24.62      22.52      23.16      23.27      23.04      23.10      24.19      67.25
Mon Oct 08 20:20:44 2018      24.65      22.47      23.17      23.24      23.05      23.03      24.20      67.24
Mon Oct 08 20:21:44 2018      24.64      22.45      23.13      23.27      23.00      22.99      24.20      67.24
Mon Oct 08 20:22:44 2018      24.63      22.53      23.14      23.28      23.06      23.00      24.18      67.24
Mon Oct 08 20:23:44 2018      24.62      22.50      23.20      23.34      23.03      23.02      24.20      67.25
Mon Oct 08 20:24:44 2018      24.62      22.52      23.09      23.27      23.06      22.96      24.17      67.27
Mon Oct 08 20:25:44 2018      24.63      22.50      23.13      23.25      23.01      23.01      24.20      67.27
Mon Oct 08 20:26:44 2018      24.63      22.51      23.16      23.32      23.02      23.00      24.24      67.29
Mon Oct 08 20:27:44 2018      24.61      22.51      23.15      23.29      23.00      22.99      24.20      67.29
Mon Oct 08 20:28:44 2018      24.61      22.46      23.13      23.21      23.00      23.07      24.23      67.29
Mon Oct 08 20:29:44 2018      24.62      22.48      23.19      23.27      23.08      22.99      24.19      67.29
Mon Oct 08 20:30:44 2018      24.62      22.48      23.14      23.28      23.02      23.02      24.24      67.29
Mon Oct 08 20:31:44 2018      24.61      22.52      23.14      23.30      22.99      23.00      24.17      67.29
Mon Oct 08 20:32:44 2018      24.63      22.48      23.13      23.28      22.99      22.96      24.21      67.29
Mon Oct 08 20:33:44 2018      24.64      22.49      23.12      23.28      23.01      22.98      24.20      67.29
Mon Oct 08 20:34:44 2018      24.64      22.45      23.11      23.27      23.03      22.99      24.16      67.33
Mon Oct 08 20:35:44 2018      24.65      22.42      23.15      23.31      23.01      22.98      24.15      67.32
Mon Oct 08 20:36:44 2018      24.61      22.50      23.21      23.30      23.09      23.02      24.21      67.33
Mon Oct 08 20:37:44 2018      24.63      22.43      23.14      23.27      23.01      23.03      24.21      67.33
Mon Oct 08 20:38:44 2018      24.62      22.58      23.17      23.32      23.02      22.93      24.19      67.31
Mon Oct 08 20:39:44 2018      24.62      22.55      23.14      23.26      23.04      23.00      24.17      67.31
Mon Oct 08 20:40:44 2018      24.63      22.55      23.17      23.29      23.00      22.94      24.18      67.29
Mon Oct 08 20:41:44 2018      24.61      22.54      23.13      23.28      22.98      22.95      24.16      67.30
Mon Oct 08 20:42:44 2018      24.64      22.43      23.10      23.29      22.96      22.97      24.19      67.33
Mon Oct 08 20:43:44 2018      24.64      22.49      23.15      23.26      23.01      23.05      24.22      67.33
Mon Oct 08 20:44:44 2018      24.62      22.53      23.13      23.26      22.97      22.95      24.19      67.33
Mon Oct 08 20:45:44 2018      24.62      22.43      23.13      23.29      23.01      22.98      24.19      67.33
Mon Oct 08 20:46:44 2018      24.62      22.43      23.10      23.29      23.00      23.01      24.19      67.33
Mon Oct 08 20:47:44 2018      24.62      22.49      23.16      23.27      23.04      23.08      24.16      67.33
Mon Oct 08 20:48:44 2018      24.63      22.44      23.17      23.31      23.05      22.97      24.20      67.33
Mon Oct 08 20:49:44 2018      24.62      22.55      23.09      23.26      23.01      22.92      24.22      67.32
Mon Oct 08 20:50:44 2018      24.62      22.52      23.11      23.28      23.06      22.99      24.22      67.33
Mon Oct 08 20:51:44 2018      24.62      22.51      23.13      23.27      23.03      23.03      24.20      67.33
Mon Oct 08 20:52:44 2018      24.65      22.46      23.10      23.35      23.02      22.95      24.21      67.33
Mon Oct 08 20:53:44 2018      24.63      22.44      23.05      23.27      23.00      23.01      24.21      67.33
Mon Oct 08 20:54:44 2018      24.62      22.42      23.15      23.29      22.99      23.00      24.19      67.33
Mon Oct 08 20:55:44 2018      24.64      22.51      23.13      23.27      23.03      22.96      24.17      67.36
Mon Oct 08 20:56:44 2018      24.62      22.57      23.14      23.29      23.01      22.95      24.20      67.33
Mon Oct 08 20:57:44 2018      24.66      22.51      23.12      23.29      23.00      22.91      24.18      67.33
Mon Oct 08 20:58:44 2018      24.62      22.48      23.14      23.28      22.97      22.91      24.17      67.33
Mon Oct 08 20:59:44 2018      24.62      22.50      23.13      23.30      23.03      22.94      24.18      67.33
Mon Oct 08 21:00:44 2018      24.62      22.52      23.10      23.30      23.02      22.98      24.17      67.33
Mon Oct 08 21:01:44 2018      24.63      22.47      23.13      23.31      23.01      22.92      24.21      67.33
Mon Oct 08 21:02:44 2018      24.62      22.48      23.12      23.35      23.00      22.95      24.17      67.33
Mon Oct 08 21:03:44 2018      24.63      22.56      23.10      23.29      23.02      22.96      24.14      67.33
Mon Oct 08 21:04:44 2018      24.62      22.54      23.13      23.32      23.04      22.97      24.15      67.33
Mon Oct 08 21:05:44 2018      24.63      22.58      23.09      23.32      22.99      22.94      24.18      67.33
Mon Oct 08 21:06:44 2018      24.63      22.44      23.13      23.30      22.99      23.02      24.16      67.33
Mon Oct 08 21:07:44 2018      24.62      22.50      23.10      23.34      23.02      22.97      24.17      67.35
Mon Oct 08 21:08:44 2018      24.61      22.48      23.13      23.29      23.01      22.96      24.18      67.36
Mon Oct 08 21:09:44 2018      24.61      22.52      23.11      23.33      23.00      22.99      24.20      67.35
Mon Oct 08 21:11:43 2018      24.63      22.49      23.13      23.30      22.97      22.94      24.11      67.35
Mon Oct 08 21:12:44 2018      24.62      22.45      23.12      23.25      22.99      23.01      24.16      67.35
Mon Oct 08 21:13:44 2018      24.63      22.52      23.12      23.31      23.01      22.94      24.16      67.33
Mon Oct 08 21:15:43 2018      24.63      22.48      23.09      23.22      23.05      23.04      24.14      67.42
Mon Oct 08 21:15:44 2018      24.63      22.48      23.10      23.22      23.06      23.03      24.15      67.42
Mon Oct 08 21:16:44 2018      24.64      22.56      23.11      23.28      23.05      22.92      24.19      67.39
Mon Oct 08 21:17:44 2018      24.61      22.49      23.14      23.27      23.04      23.06      24.20      67.38
Mon Oct 08 21:18:44 2018      24.62      22.49      23.13      23.24      23.07      23.03      24.15      67.38
Mon Oct 08 21:19:44 2018      24.62      22.44      23.16      23.26      23.05      23.02      24.17      67.38
Mon Oct 08 21:20:44 2018      24.62      22.54      23.14      23.25      23.06      23.04      24.19      67.38
Mon Oct 08 21:21:44 2018      24.63      22.53      23.16      23.24      23.06      23.03      24.20      67.40
Mon Oct 08 21:22:44 2018      24.61      22.45      23.10      23.26      23.02      23.01      24.19      67.38
Mon Oct 08 21:23:44 2018      24.64      22.45      23.13      23.26      23.01      23.01      24.23      67.38
Mon Oct 08 21:24:44 2018      24.62      22.51      23.15      23.26      23.03      23.04      24.19      67.38
Mon Oct 08 21:25:44 2018      24.62      22.42      23.12      23.28      23.00      23.02      24.17      67.38
Mon Oct 08 21:26:44 2018      24.64      22.41      23.12      23.26      23.03      23.02      24.21      67.38
Mon Oct 08 21:27:44 2018      24.61      22.50      23.11      23.27      23.04      23.04      24.17      67.38
Mon Oct 08 21:28:44 2018      24.62      22.41      23.11      23.27      23.00      22.95      24.15      67.39
Mon Oct 08 21:29:44 2018      24.63      22.48      23.13      23.28      22.99      22.92      24.15      67.38
Mon Oct 08 21:30:44 2018      24.63      22.47      23.13      23.29      23.00      22.91      24.19      67.40
Mon Oct 08 21:31:44 2018      24.64      22.47      23.13      23.28      23.00      23.03      24.18      67.42
Mon Oct 08 21:32:44 2018      24.61      22.52      23.11      23.30      23.03      22.90      24.17      67.37
Mon Oct 08 21:33:44 2018      24.63      22.54      23.15      23.30      22.99      22.90      24.20      67.41
Mon Oct 08 21:34:44 2018      24.63      22.46      23.15      23.30      23.00      22.95      24.16      67.43
Mon Oct 08 21:35:44 2018      24.64      22.58      23.13      23.32      23.02      22.93      24.19      67.43
Mon Oct 08 21:36:44 2018      24.61      22.45      23.12      23.30      22.99      22.95      24.18      67.43
Mon Oct 08 21:37:44 2018      24.63      22.47      23.13      23.28      22.99      22.95      24.19      67.40
Mon Oct 08 21:38:44 2018      24.62      22.50      23.11      23.31      23.01      23.01      24.22      67.43
Mon Oct 08 21:39:44 2018      24.61      22.49      23.13      23.28      23.03      23.00      24.22      67.43
Mon Oct 08 21:40:44 2018      24.61      22.47      23.16      23.29      23.03      22.97      24.17      67.43
Mon Oct 08 21:41:44 2018      24.64      22.50      23.12      23.28      23.00      22.95      24.18      67.43
Mon Oct 08 21:42:44 2018      24.66      22.50      23.13      23.30      23.04      22.94      24.23      67.43
Mon Oct 08 21:43:44 2018      24.63      22.46      23.14      23.31      23.05      22.99      24.22      67.43
Mon Oct 08 21:44:44 2018      24.63      22.54      23.15      23.28      23.04      23.05      24.20      67.43
Mon Oct 08 21:45:44 2018      24.62      22.51      23.11      23.28      23.03      22.96      24.22      67.42
Mon Oct 08 21:46:44 2018      24.63      22.56      23.12      23.29      23.06      22.98      24.19      67.41
Mon Oct 08 21:47:44 2018      24.63      22.43      23.14      23.30      23.01      22.98      24.18      67.43
Mon Oct 08 21:48:44 2018      24.62      22.45      23.12      23.33      23.02      22.98      24.17      67.43
Mon Oct 08 21:49:44 2018      24.63      22.56      23.11      23.28      23.04      22.96      24.21      67.45
Mon Oct 08 21:50:44 2018      24.63      22.59      23.17      23.33      23.02      22.94      24.22      67.46
Mon Oct 08 21:51:44 2018      24.62      22.49      23.09      23.25      23.01      23.03      24.19      67.45
Mon Oct 08 21:52:44 2018      24.61      22.48      23.12      23.28      23.04      23.02      24.21      67.43
Mon Oct 08 21:53:44 2018      24.61      22.53      23.14      23.28      22.99      22.94      24.23      67.43
Mon Oct 08 21:54:44 2018      24.62      22.43      23.11      23.27      22.96      23.01      24.17      67.45
Mon Oct 08 21:55:44 2018      24.62      22.44      23.15      23.30      22.98      22.96      24.21      67.43
Mon Oct 08 21:56:44 2018      24.61      22.54      23.19      23.31      22.99      22.94      24.19      67.45
Mon Oct 08 21:57:44 2018      24.61      22.41      23.13      23.25      22.99      22.99      24.22      67.47
Mon Oct 08 21:58:44 2018      24.62      22.48      23.17      23.25      23.04      23.03      24.18      67.48
Mon Oct 08 21:59:44 2018      24.63      22.45      23.09      23.26      23.02      23.02      24.17      67.43
Mon Oct 08 22:00:44 2018      24.63      22.46      23.10      23.32      23.00      22.96      24.20      67.47
Mon Oct 08 22:01:44 2018      24.64      22.50      23.10      23.30      23.01      22.95      24.15      67.48
Mon Oct 08 22:02:44 2018      24.65      22.54      23.13      23.30      22.99      22.93      24.18      67.45
Mon Oct 08 22:03:44 2018      24.62      22.53      23.15      23.28      23.00      22.90      24.19      67.48
Mon Oct 08 22:04:44 2018      24.62      22.49      23.11      23.29      23.00      22.95      24.17      67.44
Mon Oct 08 22:05:44 2018      24.64      22.57      23.10      23.27      23.05      22.99      24.21      67.47
Mon Oct 08 22:06:44 2018      24.64      22.45      23.10      23.30      22.99      22.95      24.20      67.47
Mon Oct 08 22:07:44 2018      24.64      22.49      23.13      23.26      23.00      22.97      24.20      67.48
Mon Oct 08 22:08:44 2018      24.64      22.50      23.12      23.23      22.96      22.96      24.21      67.48
Mon Oct 08 22:09:44 2018      24.65      22.48      23.14      23.27      23.01      22.96      24.22      67.45
Mon Oct 08 22:10:44 2018      24.62      22.50      23.14      23.24      23.01      22.98      24.21      67.47
Mon Oct 08 22:11:44 2018      24.61      22.49      23.14      23.25      23.01      23.00      24.19      67.46
Mon Oct 08 22:12:44 2018      24.62      22.51      23.16      23.25      23.03      22.99      24.22      67.48
Mon Oct 08 22:13:44 2018      24.64      22.47      23.16      23.32      23.00      22.96      24.19      67.49
Mon Oct 08 22:14:44 2018      24.64      22.52      23.16      23.29      22.99      23.00      24.21      67.52
Mon Oct 08 22:15:44 2018      24.62      22.42      23.14      23.31      23.02      22.97      24.20      67.52
Mon Oct 08 22:16:44 2018      24.61      22.48      23.12      23.27      23.04      22.99      24.22      67.49
Mon Oct 08 22:17:44 2018      24.62      22.54      23.17      23.25      23.06      22.99      24.22      67.49
Mon Oct 08 22:18:44 2018      24.61      22.50      23.11      23.27      23.02      22.93      24.21      67.52
Mon Oct 08 22:19:44 2018      24.61      22.45      23.12      23.26      23.00      23.01      24.18      67.48
Mon Oct 08 22:20:44 2018      24.62      22.57      23.13      23.27      23.07      22.99      24.21      67.52
Mon Oct 08 22:21:44 2018      24.62      22.59      23.13      23.29      23.05      22.97      24.20      67.52
Mon Oct 08 22:22:44 2018      24.63      22.55      23.14      23.27      23.07      22.99      24.19      67.53
Mon Oct 08 22:23:44 2018      24.63      22.57      23.13      23.26      23.04      23.00      24.20      67.53
Mon Oct 08 22:24:44 2018      24.63      22.43      23.15      23.25      23.05      22.98      24.23      67.53
Mon Oct 08 22:25:44 2018      24.61      22.42      23.13      23.22      22.99      23.00      24.17      67.53
Mon Oct 08 22:26:44 2018      24.63      22.50      23.12      23.25      23.05      23.02      24.19      67.53
Mon Oct 08 22:27:44 2018      24.61      22.54      23.11      23.28      23.04      22.96      24.21      67.53
Mon Oct 08 22:28:44 2018      24.62      22.43      23.13      23.25      23.00      22.99      24.17      67.53
Mon Oct 08 22:29:44 2018      24.63      22.40      23.10      23.25      23.00      22.96      24.19      67.54
Mon Oct 08 22:30:44 2018      24.64      22.52      23.12      23.28      23.03      22.99      24.21      67.53
Mon Oct 08 22:31:44 2018      24.61      22.55      23.12      23.24      23.00      22.95      24.21      67.53
Mon Oct 08 22:32:44 2018      24.64      22.53      23.18      23.32      23.01      22.94      24.21      67.53
Mon Oct 08 22:33:44 2018      24.62      22.55      23.14      23.31      23.02      22.96      24.16      67.55
Mon Oct 08 22:34:44 2018      24.64      22.43      23.12      23.27      23.02      22.97      24.20      67.53
Mon Oct 08 22:35:44 2018      24.64      22.53      23.13      23.27      23.02      22.92      24.18      67.55
Mon Oct 08 22:36:44 2018      24.62      22.50      23.17      23.32      23.05      22.91      24.19      67.55
Mon Oct 08 22:37:44 2018      24.63      22.44      23.16      23.24      23.02      23.03      24.20      67.55
Mon Oct 08 22:38:44 2018      24.64      22.54      23.11      23.26      22.99      22.97      24.19      67.58
Mon Oct 08 22:39:44 2018      24.64      22.55      23.11      23.28      22.98      22.99      24.21      67.57
Mon Oct 08 22:40:44 2018      24.62      22.52      23.12      23.24      23.04      22.99      24.22      67.58
Mon Oct 08 22:41:44 2018      24.63      22.45      23.11      23.25      22.97      23.00      24.17      67.59
Mon Oct 08 22:42:44 2018      24.63      22.43      23.13      23.26      23.01      22.97      24.18      67.58
Mon Oct 08 22:43:44 2018      24.62      22.49      23.07      23.33      22.99      22.90      24.20      67.61
Mon Oct 08 22:44:44 2018      24.61      22.44      23.13      23.25      23.03      23.02      24.20      67.60
Mon Oct 08 22:45:44 2018      24.64      22.50      23.13      23.24      23.05      23.03      24.17      67.58
Mon Oct 08 22:46:44 2018      24.63      22.43      23.11      23.23      23.00      23.01      24.14      67.63
Mon Oct 08 22:47:44 2018      24.64      22.57      23.11      23.27      23.05      22.99      24.15      67.63
Mon Oct 08 22:48:44 2018      24.62      22.56      23.13      23.25      23.04      22.96      24.14      67.63
Mon Oct 08 22:49:44 2018      24.63      22.55      23.13      23.31      23.02      22.94      24.17      67.62
Mon Oct 08 22:50:44 2018      24.61      22.43      23.10      23.24      23.00      22.94      24.16      67.64
Mon Oct 08 22:51:44 2018      24.61      22.52      23.14      23.30      23.04      23.01      24.20      67.68
Mon Oct 08 22:52:44 2018      24.64      22.58      23.12      23.25      23.07      22.95      24.21      67.66
Mon Oct 08 22:53:44 2018      24.66      22.50      23.14      23.25      23.01      22.94      24.18      67.65
Mon Oct 08 22:54:44 2018      24.64      22.55      23.09      23.30      23.00      22.88      24.22      67.63
Mon Oct 08 22:55:44 2018      24.61      22.42      23.09      23.28      23.00      23.00      24.19      67.66
Mon Oct 08 22:56:44 2018      24.61      22.52      23.12      23.24      23.03      23.00      24.21      67.68
Mon Oct 08 22:57:44 2018      24.62      22.47      23.12      23.25      23.03      23.02      24.18      67.68
Mon Oct 08 22:58:44 2018      24.61      22.47      23.08      23.26      23.05      23.04      24.18      67.68
Mon Oct 08 22:59:44 2018      24.61      22.45      23.13      23.27      23.02      23.04      24.22      67.68
Mon Oct 08 23:00:44 2018      24.62      22.43      23.05      23.23      23.01      23.00      24.19      67.68
Mon Oct 08 23:02:43 2018      24.62      22.47      23.13      23.30      23.02      22.97      24.19      67.68
Mon Oct 08 23:03:44 2018      24.61      22.49      23.14      23.24      23.06      23.01      24.22      67.68
Mon Oct 08 23:03:44 2018      24.61      22.49      23.13      23.24      23.06      23.01      24.22      67.68
Mon Oct 08 23:04:44 2018      24.62      22.47      23.12      23.26      23.04      23.02      24.16      67.68
Mon Oct 08 23:06:44 2018      24.62      22.53      23.12      23.32      23.00      22.92      24.17      67.68
Mon Oct 08 23:07:44 2018      24.62      22.44      23.06      23.31      23.02      22.95      24.20      67.69
Mon Oct 08 23:08:44 2018      24.64      22.48      23.12      23.27      23.02      22.96      24.17      67.70
Mon Oct 08 23:09:44 2018      24.61      22.47      23.10      23.30      23.01      22.92      24.16      67.72
Mon Oct 08 23:10:44 2018      24.62      22.48      23.13      23.28      23.04      22.98      24.17      67.72
Mon Oct 08 23:11:44 2018      24.62      22.47      23.10      23.27      23.04      23.00      24.17      67.72
Mon Oct 08 23:12:44 2018      24.63      22.52      23.10      23.25      23.05      22.98      24.14      67.72
